Event Category,Gender,medal_type,country_name,country_code,athlete_full_name,Scored Unit,Scoring Type,game_season,game_year,game_location,game_name,Age,Year of Birth
Women's Road Race,Woman,GOLD,Austria,AT,Anna KIESENHOFER,NULL,NULL,Summer,2020,Japan,Tokyo 2020,33,1991
Women's Individual Time Trial,Woman,BRONZE,Netherlands,NL,Anna VAN DER BREGGEN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Women's Individual Time Trial,Woman,BRONZE,Netherlands,NL,Anna VAN DER BREGGEN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Women's Individual Time Trial,Woman,GOLD,Netherlands,NL,Anna VAN DER BREGGEN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Women's Road Race,Woman,BRONZE,Netherlands,NL,Anna VAN DER BREGGEN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Women's Road Race,Woman,BRONZE,Netherlands,NL,Anna VAN DER BREGGEN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Women's Road Race,Woman,GOLD,Netherlands,NL,Anna VAN DER BREGGEN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Women's 200m Breaststroke,Woman,BRONZE,United States of America,US,Annie LAZOR,02:23.2,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Men's Light Heavy (75-81kg),Man,GOLD,Cuba,CU,Arlen LOPEZ,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Men's Pole Vault,Man,GOLD,Sweden,SE,Armand Duplantis,5.75,DISTANCE,Summer,2020,Japan,Tokyo 2020,25,1999
Men's Floor Exercise,Man,GOLD,Israel,IL,Artem DOLGOPYAT,15.2,POINTS,Summer,2020,Japan,Tokyo 2020,27,1997
Men's Vault,Man,BRONZE,Armenia,AM,Artur DAVTYAN,14.866,POINTS,Summer,2020,Japan,Tokyo 2020,32,1992
Men's 109kg,Man,BRONZE,Latvia,LV,Arturs PLESNIEKS,410,WEIGHT,Summer,2020,Japan,Tokyo 2020,32,1992
Women's 800m,Woman,GOLD,United States of America,US,Athing MU,02:01.1,TIME,Summer,2020,Japan,Tokyo 2020,NULL,NULL
Men,Man,SILVER,Germany,DE,Axel JUNGK,04:02.3,TIME,Winter,2022,China,Beijing 2022,33,1991
Men's Super Heavy (+91kg),Man,GOLD,Uzbekistan,UZ,Bakhodir JALOLOV,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Women's Singles,Woman,GOLD,Switzerland,CH,Belinda BENCIC,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Women's Singles,Woman,SILVER,Switzerland,CH,Belinda BENCIC,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Men's Foil Individual,Man,GOLD,Germany,DE,Benjamin KLEIBRINK,NULL,NULL,Summer,2020,Japan,Tokyo 2020,39,1985
Women,Woman,GOLD,Great Britain,GB,Bethany SHRIEVER,NULL,NULL,Summer,2020,Japan,Tokyo 2020,25,1999
Men's Individual,Man,BRONZE,United States of America,US,Brady ELLISON,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Women,Woman,SILVER,Great Britain,GB,Bryony PAGE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Men's 200m,Man,BRONZE,Canada,CA,Andre DE GRASSE,20056,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Men's 200m,Man,BRONZE,Canada,CA,Andre DE GRASSE,20056,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Men's 200m,Man,GOLD,Canada,CA,Andre DE GRASSE,20056,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Men's 100m,Man,SILVER,Canada,CA,Andre DE GRASSE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Men's 100m,Man,BRONZE,Canada,CA,Andre DE GRASSE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Men's 100m,Man,BRONZE,Canada,CA,Andre DE GRASSE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Men's 100m,Man,GOLD,Canada,CA,Andre DE GRASSE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Women's Canoe,Woman,BRONZE,Germany,DE,Andrea HERZOG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,25,1999
Men's 3m Springboard,Man,SILVER,United States of America,US,Andrew CAPOBIANCO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,25,1999
Women's Heptathlon,Woman,SILVER,Netherlands,NL,Anouk VETTER,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Men's 96kg,Man,BRONZE,Georgia,GE,Anton PLIESNOI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
Men's 81kg,Man,BRONZE,Italy,IT,Antonino PIZZOLATO,365,WEIGHT,Summer,2020,Japan,Tokyo 2020,28,1996
Men's 200m Breaststroke,Man,SILVER,Netherlands,NL,Arno KAMMINGA,02:07.3,TIME,Summer,2020,Japan,Tokyo 2020,29,1995
Men's 200m Breaststroke,Man,SILVER,Netherlands,NL,Arno KAMMINGA,02:07.3,TIME,Summer,2020,Japan,Tokyo 2020,29,1995
Men's Singles,Man,SILVER,ROC,ROC,Aslan KARATSEV,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Women's 400m Freestyle,Woman,BRONZE,People's Republic of China,CN,Bingjie LI,04:02.4,TIME,Summer,2020,Japan,Tokyo 2020,22,2002
Men -68kg,Man,SILVER,Great Britain,GB,Bradly SINDEN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,26,1998
Men's 400m Individual Medley,Man,BRONZE,Australia,AU,Brendon SMITH,04:09.2,TIME,Summer,2020,Japan,Tokyo 2020,24,2000
Women's Freeski Halfpipe,Woman,BRONZE,United States of America,US,Brita SIGOURNEY,80.5,POINTS,Winter,2022,China,Beijing 2022,34,1990
Men's 50m Freestyle,Man,BRONZE,Brazil,BR,Bruno FRATUS,21067,TIME,Summer,2020,Japan,Tokyo 2020,35,1989
Men's Omnium,Man,SILVER,New Zealand,NZ,Campbell STEWART,129,POINTS,Summer,2020,Japan,Tokyo 2020,26,1998
Women's 3000m,Woman,GOLD,Netherlands,NL,Carlijn ACHTEREEKTE,04:02.2,TIME,Winter,2022,China,Beijing 2022,34,1990
RS:X Women,Woman,SILVER,France,FR,Charline PICON,38,POINTS,Summer,2020,Japan,Tokyo 2020,40,1984
RS:X Women,Woman,GOLD,France,FR,Charline PICON,38,POINTS,Summer,2020,Japan,Tokyo 2020,40,1984
Men -80kg,Man,GOLD,C̫te d'Ivoire,CI,Cheick Sallah Junior CISSE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Men's Singles,Man,SILVER,United States of America,US,Chris MAZDZER,03:51.3,TIME,Winter,2022,China,Beijing 2022,36,1988
Women's Monobob,Woman,BRONZE,Canada,CA,Christine DE BRUIN,04:21.0,TIME,Winter,2022,China,Beijing 2022,35,1989
Women's Singles,Woman,BRONZE,Australia,AU,Ashleigh BARTY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
Men's Marathon,Man,BRONZE,Belgium,BE,Bashir ABDI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Women's Ski Cross,Woman,SILVER,Canada,CA,Brittany PHELAN,NULL,NULL,Winter,2022,China,Beijing 2022,33,1991
Women's Kayak Single 500m,Woman,GOLD,New Zealand,NZ,Caitlin RYAN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,32,1992
Men's Greco-Roman 97kg,Man,BRONZE,Turkey,TR,Cenk ILDEM,NULL,NULL,Summer,2020,Japan,Tokyo 2020,38,1986
Women's Moguls,Woman,SILVER,Canada,CA,Chloe DUFOUR-LAPOINTE,70.31,POINTS,Winter,2022,China,Beijing 2022,33,1991
Women's Moguls,Woman,SILVER,Canada,CA,Chloe DUFOUR-LAPOINTE,70.31,POINTS,Winter,2022,China,Beijing 2022,33,1991
Women's Snowboard Halfpipe,Woman,GOLD,United States of America,US,Chloe KIM,87.75,POINTS,Winter,2022,China,Beijing 2022,24,2000
Women's Snowboard Halfpipe,Woman,GOLD,United States of America,US,Chloe KIM,87.75,POINTS,Winter,2022,China,Beijing 2022,24,2000
Men's Downhill,Man,SILVER,Italy,IT,Christof INNERHOFER,NULL,IRM,Winter,2022,China,Beijing 2022,40,1984
Men's Downhill,Man,BRONZE,Italy,IT,Christof INNERHOFER,NULL,IRM,Winter,2022,China,Beijing 2022,40,1984
Men's Super-G,Man,SILVER,Italy,IT,Christof INNERHOFER,NULL,IRM,Winter,2022,China,Beijing 2022,40,1984
Men's Super-G,Man,BRONZE,Italy,IT,Christof INNERHOFER,NULL,IRM,Winter,2022,China,Beijing 2022,40,1984
Men +80kg,Man,SILVER,Niger,NE,Abdoulrazak ISSOUFOU ALFAGA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Men's Freestyle 97kg,Man,GOLD,ROC,ROC,Abdulrashid SADULAEV,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
Women -49kg,Woman,BRONZE,Israel,IL,Abishag SEMBERG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,NULL,NULL
Men's Kayak Single 1000m,Man,SILVER,Hungary,HU,Adam VARGA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,25,1999
Men's Welter (63-69kg),Man,BRONZE,Ireland,IE,Aidan WALSH,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Women's Combined,Woman,BRONZE,Japan,JP,Akiyo NOGUCHI,64,POINTS,Summer,2020,Japan,Tokyo 2020,35,1989
Women's 10m Platform,Woman,SILVER,Mexico,MX,Alejandra OROZCO,322.05,POINTS,Summer,2020,Japan,Tokyo 2020,27,1997
Women's 10m Platform,Woman,BRONZE,Mexico,MX,Alejandra OROZCO,322.05,POINTS,Summer,2020,Japan,Tokyo 2020,27,1997
Trap women,Woman,BRONZE,San Marino,SM,Alessandra PERILLI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Trap women,Woman,SILVER,San Marino,SM,Alessandra PERILLI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's Snowboard Cross,Man,GOLD,Austria,AT,Alessandro HAEMMERLE,NULL,NULL,Winter,2022,China,Beijing 2022,31,1993
Men's Foil Individual,Man,SILVER,United States of America,US,Alexander MASSIALAS,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Men's Sprint Free,Man,BRONZE,ROC,ROC,Alexander TERENTEV,NULL,NULL,Winter,2022,China,Beijing 2022,25,1999
Women's Uneven Bars,Woman,BRONZE,ROC,ROC,Angelina MELNIKOVA,13.066,POINTS,Summer,2020,Japan,Tokyo 2020,24,2000
Women's Uneven Bars,Woman,BRONZE,ROC,ROC,Angelina MELNIKOVA,13.066,POINTS,Summer,2020,Japan,Tokyo 2020,24,2000
Women's Vault,Woman,BRONZE,ROC,ROC,Angelina MELNIKOVA,14.683,POINTS,Summer,2020,Japan,Tokyo 2020,24,2000
Women's Vault,Woman,BRONZE,ROC,ROC,Angelina MELNIKOVA,14.683,POINTS,Summer,2020,Japan,Tokyo 2020,24,2000
Men's Singles,Man,BRONZE,Indonesia,ID,Anthony Sinisuka GINTING,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
25m Pistol Women,Woman,SILVER,Bulgaria,BG,Antoaneta BONEVA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,38,1986
10m Air Pistol women,Woman,SILVER,Bulgaria,BG,Antoaneta BONEVA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,38,1986
Men's 200m Breaststroke,Man,BRONZE,ROC,ROC,Anton CHUPKOV,02:09.4,TIME,Summer,2020,Japan,Tokyo 2020,27,1997
Men's Rings,Man,GOLD,Brazil,BR,Arthur ZANETTI,14.9,POINTS,Summer,2020,Japan,Tokyo 2020,34,1990
Men's Rings,Man,SILVER,Brazil,BR,Arthur ZANETTI,14.9,POINTS,Summer,2020,Japan,Tokyo 2020,34,1990
Men's Freestyle 86kg,Man,BRONZE,ROC,ROC,Artur NAIFONOV,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Men's Freestyle 65kg,Man,BRONZE,India,IN,Bajrang BAJRANG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Men -66 kg,Man,BRONZE,Republic of Korea,KR,Baul AN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Women,Woman,BRONZE,Great Britain,GB,Bryony PAGE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Women's Welter (64-69kg),Woman,GOLD,Turkey,TR,Busenaz SURMENELI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,26,1998
Men -73 kg,Man,BRONZE,Republic of Korea,KR,Changrim AN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Women's 10km Classic,Woman,SILVER,Sweden,SE,Charlotte KALLA,30:08.3,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 10km Classic,Woman,GOLD,Sweden,SE,Charlotte KALLA,30:08.3,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 10km Classic,Woman,SILVER,Sweden,SE,Charlotte KALLA,30:08.3,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 10km Classic,Woman,SILVER,Sweden,SE,Charlotte KALLA,30:08.3,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 10km Classic,Woman,SILVER,Sweden,SE,Charlotte KALLA,30:08.3,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 10km Classic,Woman,GOLD,Sweden,SE,Charlotte KALLA,30:08.3,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 10km Classic,Woman,SILVER,Sweden,SE,Charlotte KALLA,30:08.3,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 7.5km + 7.5km Skiathlon,Woman,SILVER,Sweden,SE,Charlotte KALLA,47:54.2,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 7.5km + 7.5km Skiathlon,Woman,GOLD,Sweden,SE,Charlotte KALLA,47:54.2,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 7.5km + 7.5km Skiathlon,Woman,SILVER,Sweden,SE,Charlotte KALLA,47:54.2,TIME,Winter,2022,China,Beijing 2022,37,1987
Men +80kg,Man,SILVER,Gabon,GA,Anthony Mylann OBAME,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Women's Foil Individual,Woman,SILVER,Italy,IT,Arianna ERRIGO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's Keirin,Man,BRONZE,Malaysia,MY,Azizulhasni AWANG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's Keirin,Man,SILVER,Malaysia,MY,Azizulhasni AWANG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's Sprint,Man,BRONZE,Malaysia,MY,Azizulhasni AWANG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's Sprint,Man,SILVER,Malaysia,MY,Azizulhasni AWANG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's Kayak Single 1000m,Man,GOLD,Hungary,HU,Balint KOPASZ,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Women's Light (57-60kg),Woman,SILVER,Brazil,BR,Beatriz FERREIRA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,32,1992
Women,Woman,SILVER,South Africa,ZA,Bianca BUITENDAG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Men's Fly (48-52kg),Man,SILVER,Philippines,PH,Carlo PAALAM,NULL,NULL,Summer,2020,Japan,Tokyo 2020,26,1998
Women's Freeski Halfpipe,Woman,SILVER,Canada,CA,Cassie SHARPE,79,POINTS,Winter,2022,China,Beijing 2022,32,1992
Women's Freeski Halfpipe,Woman,GOLD,Canada,CA,Cassie SHARPE,79,POINTS,Winter,2022,China,Beijing 2022,32,1992
Women -63 kg,Woman,BRONZE,Canada,CA,Catherine BEAUCHEMIN-PINARD,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
25m Pistol Women,Woman,SILVER,France,FR,Celine GOBERVILLE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,38,1986
Men's Pole Vault,Man,SILVER,United States of America,US,Christopher NILSEN,5.75,DISTANCE,Summer,2020,Japan,Tokyo 2020,26,1998
Men's 800m,Man,BRONZE,United States of America,US,Clayton MURPHY,01:46.4,TIME,Summer,2020,Japan,Tokyo 2020,29,1995
Women's Downhill,Woman,GOLD,Switzerland,CH,Corinne SUTER,01:32.1,TIME,Winter,2022,China,Beijing 2022,30,1994
Women's Super-G,Woman,GOLD,Switzerland,CH,Corinne SUTER,01:14.4,TIME,Winter,2022,China,Beijing 2022,30,1994
Men -68kg,Man,SILVER,Republic of Korea,KR,Daehoon LEE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,32,1992
Men -68kg,Man,BRONZE,Republic of Korea,KR,Daehoon LEE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,32,1992
Men's All-Around,Man,GOLD,Japan,JP,Daiki HASHIMOTO,88.465,POINTS,Summer,2020,Japan,Tokyo 2020,23,2001
Men's All-Around,Man,GOLD,Japan,JP,Daiki HASHIMOTO,88.465,POINTS,Summer,2020,Japan,Tokyo 2020,23,2001
Men's Horizontal Bar,Man,GOLD,Japan,JP,Daiki HASHIMOTO,15.033,POINTS,Summer,2020,Japan,Tokyo 2020,23,2001
Men's Horizontal Bar,Man,GOLD,Japan,JP,Daiki HASHIMOTO,15.033,POINTS,Summer,2020,Japan,Tokyo 2020,23,2001
Men's 200m Individual Medley,Man,BRONZE,Japan,JP,Daiya SETO,01:58.1,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Women's Kayak Single 500m,Woman,BRONZE,Hungary,HU,Danuta KOZAK,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
Women's Kayak Single 500m,Woman,GOLD,Hungary,HU,Danuta KOZAK,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
Men -66 kg,Man,SILVER,Republic of Korea,KR,Baul AN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Men's Super-G,Man,GOLD,Switzerland,CH,Beat FEUZ,NULL,IRM,Winter,2022,China,Beijing 2022,37,1987
Men's Super-G,Man,SILVER,Switzerland,CH,Beat FEUZ,NULL,IRM,Winter,2022,China,Beijing 2022,37,1987
Men's Super-G,Man,BRONZE,Switzerland,CH,Beat FEUZ,NULL,IRM,Winter,2022,China,Beijing 2022,37,1987
Men's Downhill,Man,GOLD,Switzerland,CH,Beat FEUZ,01:43.3,TIME,Winter,2022,China,Beijing 2022,37,1987
Men's Downhill,Man,SILVER,Switzerland,CH,Beat FEUZ,01:43.3,TIME,Winter,2022,China,Beijing 2022,37,1987
Men's Downhill,Man,BRONZE,Switzerland,CH,Beat FEUZ,01:43.3,TIME,Winter,2022,China,Beijing 2022,37,1987
Dressage Individual,Not Stated,BRONZE,Spain,ES,Beatriz FERRER,NULL,NULL,Summer,2020,Japan,Tokyo 2020,58,1966
Men's Freestyle 74kg,Man,BRONZE,Uzbekistan,UZ,Bekzod ABDURAKHMONOV,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Jumping Individual,Not Stated,GOLD,Great Britain,GB,Ben MAHER,NULL,NULL,Summer,2020,Japan,Tokyo 2020,41,1983
Men's Canoe,Man,GOLD,Slovenia,SI,Benjamin SAVSEK,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
Men's Freeski Slopestyle,Man,GOLD,Norway,NO,Birk RUUD,83.96,POINTS,Winter,2022,China,Beijing 2022,24,2000
Men's Freeski Big Air,Man,GOLD,Norway,NO,Birk RUUD,93.25,POINTS,Winter,2022,China,Beijing 2022,24,2000
Men's Ski Cross,Man,GOLD,Canada,CA,Brady LEMAN,NULL,NULL,Winter,2022,China,Beijing 2022,38,1986
Men's 100m Breaststroke,Man,SILVER,Netherlands,NL,Arno KAMMINGA,57080,TIME,Summer,2020,Japan,Tokyo 2020,29,1995
Men's 100m Breaststroke,Man,SILVER,Netherlands,NL,Arno KAMMINGA,57080,TIME,Summer,2020,Japan,Tokyo 2020,29,1995
Men's Greco-Roman 97kg,Man,BRONZE,Armenia,AM,Artur ALEKSANYAN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,33,1991
Men's Greco-Roman 97kg,Man,SILVER,Armenia,AM,Artur ALEKSANYAN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,33,1991
Men's Greco-Roman 97kg,Man,GOLD,Armenia,AM,Artur ALEKSANYAN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,33,1991
Women's Freestyle 68kg,Woman,SILVER,Nigeria,NG,Blessing OBORUDUDU,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Trap Men,Not Stated,BRONZE,United States of America,US,Brian BURROWS,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's Individual Stroke Play,Man,BRONZE,Chinese Taipei,TW,C.T. PAN,269,STROKES,Summer,2020,Japan,Tokyo 2020,33,1991
Women's Triple Jump,Woman,GOLD,Colombia,CO,Caterine IBARGUEN,14.37,DISTANCE,Summer,2020,Japan,Tokyo 2020,40,1984
Women's Triple Jump,Woman,SILVER,Colombia,CO,Caterine IBARGUEN,14.37,DISTANCE,Summer,2020,Japan,Tokyo 2020,40,1984
Men's Pommel Horse,Man,SILVER,Chinese Taipei,TW,Chih Kai LEE,15.266,POINTS,Summer,2020,Japan,Tokyo 2020,28,1996
Men's All-Around,Man,SILVER,Chinese Taipei,TW,Chih Kai LEE,80.699,POINTS,Summer,2020,Japan,Tokyo 2020,28,1996
Women's Mass Start,Woman,GOLD,Germany,DE,Claudia PECHSTEIN,27.59,NULL,Winter,2022,China,Beijing 2022,52,1972
Men's Alpine Combined,Man,SILVER,Italy,IT,Christof INNERHOFER,02:36.1,TIME,Winter,2022,China,Beijing 2022,40,1984
Men's Alpine Combined,Man,BRONZE,Italy,IT,Christof INNERHOFER,02:36.1,TIME,Winter,2022,China,Beijing 2022,40,1984
Men's Slalom,Man,GOLD,France,FR,Clement NOEL,01:44.0,TIME,Winter,2022,China,Beijing 2022,27,1997
Men,Man,GOLD,United States of America,US,Connor FIELDS,NULL,NULL,Summer,2020,Japan,Tokyo 2020,32,1992
Women's 400m Hurdles,Woman,GOLD,United States of America,US,Dalilah MUHAMMAD,53097,TIME,Summer,2020,Japan,Tokyo 2020,34,1990
Women's 400m Hurdles,Woman,SILVER,United States of America,US,Dalilah MUHAMMAD,53097,TIME,Summer,2020,Japan,Tokyo 2020,34,1990
10m Air Pistol Men,Not Stated,SILVER,Serbia,RS,Damir MIKEC,NULL,NULL,Summer,2020,Japan,Tokyo 2020,40,1984
Women's 76kg,Woman,SILVER,Belarus,BY,Darya NAUMAVA,234,WEIGHT,Summer,2020,Japan,Tokyo 2020,29,1995
Men's Singles,Man,GOLD,Austria,AT,David GLEIRSCHER,03:53.1,TIME,Winter,2022,China,Beijing 2022,30,1994
Men's Freeski Halfpipe,Man,GOLD,United States of America,US,David WISE,88.75,POINTS,Winter,2022,China,Beijing 2022,34,1990
Men's Freeski Halfpipe,Man,SILVER,United States of America,US,David WISE,88.75,POINTS,Winter,2022,China,Beijing 2022,34,1990
Men's Freeski Halfpipe,Man,GOLD,United States of America,US,David WISE,88.75,POINTS,Winter,2022,China,Beijing 2022,34,1990
10m Air Pistol women,Woman,SILVER,France,FR,Celine GOBERVILLE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,38,1986
Women's Park,Woman,GOLD,Great Britain,GB,Charlotte WORTHINGTON,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
Women -57kg,Woman,BRONZE,Chinese Taipei,TW,Chia-Ling LO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,23,2001
Men's Freeski Slopestyle,Man,SILVER,United States of America,US,Colby STEVENSON,78.01,POINTS,Winter,2022,China,Beijing 2022,27,1997
Men's Freeski Big Air,Man,SILVER,United States of America,US,Colby STEVENSON,56,POINTS,Winter,2022,China,Beijing 2022,27,1997
Women's 3000m Steeplechase,Woman,SILVER,United States of America,US,Courtney FRERICHS,09:19.3,TIME,Summer,2020,Japan,Tokyo 2020,31,1993
Men's Park,Man,SILVER,Venezuela,VE,Daniel DHERS,NULL,NULL,Summer,2020,Japan,Tokyo 2020,39,1985
Women's Parallel Giant Slalom,Woman,SILVER,Austria,AT,Daniela ULBING,NULL,NULL,Winter,2022,China,Beijing 2022,26,1998
Trap Men,Not Stated,SILVER,Czech Republic,CZ,David KOSTELECKY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,49,1975
Trap Men,Not Stated,GOLD,Czech Republic,CZ,David KOSTELECKY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,49,1975
Men's Cross-country,Man,BRONZE,Spain,ES,David VALERO SERRANO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Women's 10m Platform,Woman,SILVER,United States of America,US,Delaney SCHNELL,340.4,POINTS,Summer,2020,Japan,Tokyo 2020,26,1998
Men's Vault,Man,SILVER,ROC,ROC,Denis ABLYAZIN,14.733,POINTS,Summer,2020,Japan,Tokyo 2020,32,1992
Women's 7.5km + 7.5km Skiathlon,Woman,SILVER,Sweden,SE,Charlotte KALLA,47:54.2,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 7.5km + 7.5km Skiathlon,Woman,SILVER,Sweden,SE,Charlotte KALLA,47:54.2,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 7.5km + 7.5km Skiathlon,Woman,GOLD,Sweden,SE,Charlotte KALLA,47:54.2,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 7.5km + 7.5km Skiathlon,Woman,SILVER,Sweden,SE,Charlotte KALLA,47:54.2,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 30km Mass Start Free,Woman,SILVER,Sweden,SE,Charlotte KALLA,34:45.4,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 30km Mass Start Free,Woman,GOLD,Sweden,SE,Charlotte KALLA,34:45.4,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 30km Mass Start Free,Woman,SILVER,Sweden,SE,Charlotte KALLA,34:45.4,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 30km Mass Start Free,Woman,SILVER,Sweden,SE,Charlotte KALLA,34:45.4,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 30km Mass Start Free,Woman,SILVER,Sweden,SE,Charlotte KALLA,34:45.4,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 30km Mass Start Free,Woman,GOLD,Sweden,SE,Charlotte KALLA,34:45.4,TIME,Winter,2022,China,Beijing 2022,37,1987
Women's 30km Mass Start Free,Woman,SILVER,Sweden,SE,Charlotte KALLA,34:45.4,TIME,Winter,2022,China,Beijing 2022,37,1987
Men's 400m Individual Medley,Man,GOLD,United States of America,US,Chase KALISZ,04:10.3,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Men's Decathlon,Man,BRONZE,Australia,AU,Ashley MOLONEY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,24,2000
Women's Singles,Woman,GOLD,Czech Republic,CZ,Barbora KREJCIKOVA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Men's 1500m,Man,GOLD,Belgium,BE,Bart SWINGS,01:46.1,TIME,Winter,2022,China,Beijing 2022,33,1991
Men's 1500m,Man,SILVER,Belgium,BE,Bart SWINGS,01:46.1,TIME,Winter,2022,China,Beijing 2022,33,1991
Men's 1500m,Man,GOLD,Belgium,BE,Bart SWINGS,01:46.1,TIME,Winter,2022,China,Beijing 2022,33,1991
